Action,Prefix,Two-letter ISO Country Code,Description,Country Subdivision
,,,,
add,1829539,DO,Mobile,Dominican Republic
,,,,
add,1829540,DO,Mobile,Dominican Republic
,,,,
add,1829542,DO,Mobile,Dominican Republic
,,,,
add,1829543,DO,Mobile,Dominican Republic
,,,,
add,1829546,DO,Mobile,Dominican Republic
,,,,
add,1829548,DO,Mobile,Dominican Republic
,,,,
add,1829549,DO,Mobile,Dominican Republic
,,,,
add,182955,DO,Mobile,Dominican Republic
,,,,
add,1829560,DO,Mobile,Dominican Republic
,,,,
add,1829561,DO,Mobile,Dominican Republic
,,,,
add,1829562,DO,Mobile,Dominican Republic
,,,,
add,1829563,DO,Mobile,Dominican Republic
,,,,
add,1829564,DO,Mobile,Dominican Republic
,,,,
add,1829566,DO,Mobile,Dominican Republic
,,,,
add,1829568,DO,Mobile,Dominican Republic
,,,,
add,1829569,DO,Mobile,Dominican Republic
,,,,
add,1829570,DO,Mobile,Dominican Republic
,,,,
add,1829571,DO,Mobile,Dominican Republic
,,,,
add,1829572,DO,Mobile,Dominican Republic
,,,,
add,1829573,DO,Mobile,Dominican Republic
,,,,
add,1829574,DO,Mobile,Dominican Republic
,,,,
add,1829576,DO,Mobile,Dominican Republic
,,,,
add,1829577,DO,Mobile,Dominican Republic
,,,,
add,1829578,DO,Mobile,Dominican Republic
,,,,
add,1829579,DO,Mobile,Dominican Republic
,,,,
add,1829580,DO,Mobile,Dominican Republic
,,,,
add,1829584,DO,Mobile,Dominican Republic
,,,,
add,1829585,DO,Mobile,Dominican Republic
,,,,
add,1829586,DO,Mobile,Dominican Republic
,,,,
add,1829587,DO,Mobile,Dominican Republic
,,,,
add,1829589,DO,Mobile,Dominican Republic
,,,,
add,1829591,DO,Mobile,Dominican Republic
,,,,
add,1829592,DO,Mobile,Dominican Republic
,,,,
add,1829598,DO,Mobile,Dominican Republic
,,,,
add,1829599,DO,Mobile,Dominican Republic
,,,,
add,1829601,DO,Mobile,Dominican Republic
,,,,
add,1829602,DO,Mobile,Dominican Republic
,,,,
add,1829603,DO,Mobile,Dominican Republic
,,,,
add,1829604,DO,Mobile,Dominican Republic
,,,,
add,1829605,DO,Mobile,Dominican Republic
,,,,
add,1829606,DO,Mobile,Dominican Republic
,,,,
add,1829610,DO,Mobile,Dominican Republic
,,,,
add,1829613,DO,Mobile,Dominican Republic
,,,,
add,1829616,DO,Mobile,Dominican Republic
,,,,
add,1829618,DO,Mobile,Dominican Republic
,,,,
add,1829619,DO,Mobile,Dominican Republic
,,,,
add,1829629,DO,Mobile,Dominican Republic
,,,,
add,182963,DO,Mobile,Dominican Republic
,,,,
add,182964,DO,Mobile,Dominican Republic
,,,,
add,182965,DO,Mobile,Dominican Republic
,,,,
add,1829660,DO,Mobile,Dominican Republic
,,,,
add,1829661,DO,Mobile,Dominican Republic
,,,,
add,1829662,DO,Mobile,Dominican Republic
,,,,
add,1829663,DO,Mobile,Dominican Republic
,,,,
add,1829664,DO,Mobile,Dominican Republic
,,,,
add,1829665,DO,Mobile,Dominican Republic
,,,,
add,1829667,DO,Mobile,Dominican Republic
,,,,
add,1829668,DO,Mobile,Dominican Republic
,,,,
add,1829669,DO,Mobile,Dominican Republic
,,,,
add,182967,DO,Mobile,Dominican Republic
,,,,
add,1829680,DO,Mobile,Dominican Republic
,,,,
add,1829682,DO,Mobile,Dominican Republic
,,,,
add,1829683,DO,Mobile,Dominican Republic
,,,,
add,1829684,DO,Mobile,Dominican Republic
,,,,
add,1829685,DO,Mobile,Dominican Republic
,,,,
add,1829686,DO,Mobile,Dominican Republic
,,,,
add,1829689,DO,Mobile,Dominican Republic
,,,,
add,182969,DO,Mobile,Dominican Republic
,,,,
add,1829701,DO,Mobile,Dominican Republic
,,,,
add,1829702,DO,Mobile,Dominican Republic
,,,,
add,1829703,DO,Mobile,Dominican Republic
,,,,
add,1829704,DO,Mobile,Dominican Republic
,,,,
add,1829705,DO,Mobile,Dominican Republic
,,,,
add,1829706,DO,Mobile,Dominican Republic
,,,,
add,1829707,DO,Mobile,Dominican Republic
,,,,
add,1829708,DO,Mobile,Dominican Republic
,,,,
add,1829709,DO,Mobile,Dominican Republic
,,,,
add,1829710,DO,Mobile,Dominican Republic
,,,,
add,1829712,DO,Mobile,Dominican Republic
,,,,
add,1829713,DO,Mobile,Dominican Republic
,,,,
add,1829714,DO,Mobile,Dominican Republic
,,,,
add,1829715,DO,Mobile,Dominican Republic
,,,,
add,1829716,DO,Mobile,Dominican Republic
,,,,
add,1829717,DO,Mobile,Dominican Republic
,,,,
add,1829718,DO,Mobile,Dominican Republic
,,,,
add,1829719,DO,Mobile,Dominican Republic
,,,,
add,1829720,DO,Mobile,Dominican Republic
,,,,
add,1829721,DO,Mobile,Dominican Republic
,,,,
add,1829722,DO,Mobile,Dominican Republic
,,,,
add,1829723,DO,Mobile,Dominican Republic
,,,,
add,1829725,DO,Mobile,Dominican Republic
,,,,
add,1829726,DO,Mobile,Dominican Republic
,,,,
add,1829727,DO,Mobile,Dominican Republic
,,,,
add,1829728,DO,Mobile,Dominican Republic
,,,,
add,1829729,DO,Mobile,Dominican Republic
,,,,
add,1829730,DO,Mobile,Dominican Republic
,,,,
add,1829731,DO,Mobile,Dominican Republic
,,,,
add,1829740,DO,Mobile,Dominican Republic
,,,,
add,1829741,DO,Mobile,Dominican Republic
,,,,
add,1829742,DO,Mobile,Dominican Republic
,,,,
add,1829743,DO,Mobile,Dominican Republic
,,,,
add,1829744,DO,Mobile,Dominican Republic
,,,,
add,1829745,DO,Mobile,Dominican Republic
,,,,
add,1829747,DO,Mobile,Dominican Republic
,,,,
add,1829748,DO,Mobile,Dominican Republic
,,,,
add,1829749,DO,Mobile,Dominican Republic
,,,,
add,182975,DO,Mobile,Dominican Republic
,,,,
add,182976,DO,Mobile,Dominican Republic
,,,,
add,182977,DO,Mobile,Dominican Republic
,,,,
add,182978,DO,Mobile,Dominican Republic
,,,,
add,182979,DO,Mobile,Dominican Republic
,,,,
add,1829801,DO,Mobile,Dominican Republic
,,,,
add,1829802,DO,Mobile,Dominican Republic
,,,,
add,1829803,DO,Mobile,Dominican Republic
,,,,
add,1829804,DO,Mobile,Dominican Republic
,,,,
add,1829805,DO,Mobile,Dominican Republic
,,,,
add,1829806,DO,Mobile,Dominican Republic
,,,,
add,1829807,DO,Mobile,Dominican Republic
,,,,
add,1829808,DO,Mobile,Dominican Republic
,,,,
add,1829810,DO,Mobile,Dominican Republic
,,,,
add,1829812,DO,Mobile,Dominican Republic
,,,,
add,1829814,DO,Mobile,Dominican Republic
,,,,
add,1829815,DO,Mobile,Dominican Republic
,,,,
add,1829816,DO,Mobile,Dominican Republic
,,,,
add,1829817,DO,Mobile,Dominican Republic
,,,,
add,1829818,DO,Mobile,Dominican Republic
,,,,
add,1829819,DO,Mobile,Dominican Republic
,,,,
add,1829820,DO,Mobile,Dominican Republic
,,,,
add,1829821,DO,Mobile,Dominican Republic
,,,,
add,1829826,DO,Mobile,Dominican Republic
,,,,
add,1829827,DO,Mobile,Dominican Republic
,,,,
add,1829828,DO,Mobile,Dominican Republic
,,,,
add,1829830,DO,Mobile,Dominican Republic
,,,,
add,1829835,DO,Mobile,Dominican Republic
,,,,
add,1829836,DO,Mobile,Dominican Republic
,,,,
add,1829837,DO,Mobile,Dominican Republic
,,,,
add,1829838,DO,Mobile,Dominican Republic
,,,,
add,1829839,DO,Mobile,Dominican Republic
,,,,
add,182984,DO,Mobile,Dominican Republic
,,,,
add,182985,DO,Mobile,Dominican Republic
,,,,
add,182986,DO,Mobile,Dominican Republic
,,,,
add,182987,DO,Mobile,Dominican Republic
,,,,
add,1829880,DO,Mobile,Dominican Republic
,,,,
add,1829881,DO,Mobile,Dominican Republic
,,,,
add,1829882,DO,Mobile,Dominican Republic
,,,,
add,1829883,DO,Mobile,Dominican Republic
,,,,
add,1829884,DO,Mobile,Dominican Republic
,,,,
add,1829885,DO,Mobile,Dominican Republic
,,,,
add,1829886,DO,Mobile,Dominican Republic
,,,,
add,1829887,DO,Mobile,Dominican Republic
,,,,
add,1829889,DO,Mobile,Dominican Republic
,,,,
add,1829890,DO,Mobile,Dominican Republic
,,,,
add,1829891,DO,Mobile,Dominican Republic
,,,,
add,1829892,DO,Mobile,Dominican Republic
,,,,
add,1829894,DO,Mobile,Dominican Republic
,,,,
add,1829898,DO,Mobile,Dominican Republic
,,,,
add,1829899,DO,Mobile,Dominican Republic
,,,,
add,1829901,DO,Mobile,Dominican Republic
,,,,
add,1829902,DO,Mobile,Dominican Republic
,,,,
add,1829903,DO,Mobile,Dominican Republic
,,,,
add,1829904,DO,Mobile,Dominican Republic
,,,,
add,1829905,DO,Mobile,Dominican Republic
,,,,
add,1829906,DO,Mobile,Dominican Republic
,,,,
add,1829907,DO,Mobile,Dominican Republic
,,,,
add,1829908,DO,Mobile,Dominican Republic
,,,,
add,1829909,DO,Mobile,Dominican Republic
,,,,
add,1829910,DO,Mobile,Dominican Republic
,,,,
add,1829912,DO,Mobile,Dominican Republic
,,,,
add,1829913,DO,Mobile,Dominican Republic
,,,,
add,1829914,DO,Mobile,Dominican Republic
,,,,
add,1829915,DO,Mobile,Dominican Republic
,,,,
add,1829916,DO,Mobile,Dominican Republic
,,,,
add,1829917,DO,Mobile,Dominican Republic
,,,,
add,1829918,DO,Mobile,Dominican Republic
,,,,
add,1829919,DO,Mobile,Dominican Republic
,,,,
add,182992,DO,Mobile,Dominican Republic
,,,,
add,182993,DO,Mobile,Dominican Republic
,,,,
add,1829940,DO,Mobile,Dominican Republic
,,,,
add,1829941,DO,Mobile,Dominican Republic
,,,,
add,1829942,DO,Mobile,Dominican Republic
,,,,
add,1829943,DO,Mobile,Dominican Republic
,,,,
add,1829944,DO,Mobile,Dominican Republic
,,,,
add,1829945,DO,Mobile,Dominican Republic
,,,,
add,1829957,DO,Mobile,Dominican Republic
,,,,
add,1829958,DO,Mobile,Dominican Republic
,,,,
add,1829959,DO,Mobile,Dominican Republic
,,,,
add,182996,DO,Mobile,Dominican Republic
,,,,
add,1829970,DO,Mobile,Dominican Republic
,,,,
add,1829972,DO,Mobile,Dominican Republic
,,,,
add,1829973,DO,Mobile,Dominican Republic
,,,,
add,1829974,DO,Mobile,Dominican Republic
,,,,
add,1829975,DO,Mobile,Dominican Republic
,,,,
add,1829977,DO,Mobile,Dominican Republic
,,,,
add,1829978,DO,Mobile,Dominican Republic
,,,,
add,1829979,DO,Mobile,Dominican Republic
,,,,
add,182998,DO,Mobile,Dominican Republic
,,,,
add,1829990,DO,Mobile,Dominican Republic
,,,,
add,1829991,DO,Mobile,Dominican Republic
,,,,
add,1829993,DO,Mobile,Dominican Republic
,,,,
add,1829994,DO,Mobile,Dominican Republic
,,,,
add,1849201,DO,Mobile,Dominican Republic
,,,,
add,1849203,DO,Mobile,Dominican Republic
,,,,
add,1849205,DO,Mobile,Dominican Republic
,,,,
add,1849206,DO,Mobile,Dominican Republic
,,,,
add,1849207,DO,Mobile,Dominican Republic
,,,,
add,1849208,DO,Mobile,Dominican Republic
,,,,
add,1849209,DO,Mobile,Dominican Republic
,,,,
add,1849210,DO,Mobile,Dominican Republic
,,,,
add,1849212,DO,Mobile,Dominican Republic
,,,,
add,1849213,DO,Mobile,Dominican Republic
,,,,
add,1849214,DO,Mobile,Dominican Republic
,,,,
add,1849215,DO,Mobile,Dominican Republic
,,,,
add,1849216,DO,Mobile,Dominican Republic
,,,,
add,1849217,DO,Mobile,Dominican Republic
,,,,
add,1849218,DO,Mobile,Dominican Republic
,,,,
add,1849219,DO,Mobile,Dominican Republic
,,,,
add,184922,DO,Mobile,Dominican Republic
,,,,
add,1849230,DO,Mobile,Dominican Republic
,,,,
add,1849231,DO,Mobile,Dominican Republic
,,,,
add,1849232,DO,Mobile,Dominican Republic
,,,,
add,1849233,DO,Mobile,Dominican Republic
,,,,
add,1849234,DO,Mobile,Dominican Republic
,,,,
add,1849235,DO,Mobile,Dominican Republic
,,,,
add,1849239,DO,Mobile,Dominican Republic
,,,,
add,184924,DO,Mobile,Dominican Republic
,,,,
add,184925,DO,Mobile,Dominican Republic
,,,,
add,184926,DO,Mobile,Dominican Republic
,,,,
add,184927,DO,Mobile,Dominican Republic
,,,,
add,1849280,DO,Mobile,Dominican Republic
,,,,
add,1849281,DO,Mobile,Dominican Republic
,,,,
add,1849282,DO,Mobile,Dominican Republic
,,,,
add,1849283,DO,Mobile,Dominican Republic
,,,,
add,1849284,DO,Mobile,Dominican Republic
,,,,
add,1849285,DO,Mobile,Dominican Republic
,,,,
add,1849286,DO,Mobile,Dominican Republic
,,,,
add,1849287,DO,Mobile,Dominican Republic
,,,,
add,1849305,DO,Mobile,Dominican Republic
,,,,
add,1849318,DO,Mobile,Dominican Republic
,,,,
add,1849330,DO,Mobile,Dominican Republic
,,,,
add,1849340,DO,Mobile,Dominican Republic
,,,,
add,1849341,DO,Mobile,Dominican Republic
,,,,
add,1849342,DO,Mobile,Dominican Republic
,,,,
add,1849343,DO,Mobile,Dominican Republic
,,,,
add,1849344,DO,Mobile,Dominican Republic
,,,,
add,1849350,DO,Mobile,Dominican Republic
,,,,
add,1849351,DO,Mobile,Dominican Republic
,,,,
add,1849352,DO,Mobile,Dominican Republic
,,,,
add,1849353,DO,Mobile,Dominican Republic
,,,,
add,1849354,DO,Mobile,Dominican Republic
,,,,
add,1849356,DO,Mobile,Dominican Republic
,,,,
add,1849357,DO,Mobile,Dominican Republic
,,,,
add,1849358,DO,Mobile,Dominican Republic
,,,,
add,1849359,DO,Mobile,Dominican Republic
,,,,
add,1849360,DO,Mobile,Dominican Republic
,,,,
add,1849367,DO,Mobile,Dominican Republic
,,,,
add,184940,DO,Mobile,Dominican Republic
,,,,
add,1849410,DO,Mobile,Dominican Republic
,,,,
add,1849416,DO,Mobile,Dominican Republic
,,,,
add,1849437,DO,Mobile,Dominican Republic
,,,,
add,184945,DO,Mobile,Dominican Republic
,,,,
add,1849484,DO,Mobile,Dominican Republic
,,,,
add,1849542,DO,Mobile,Dominican Republic
,,,,
add,1849569,DO,Mobile,Dominican Republic
,,,,
add,1849573,DO,Mobile,Dominican Republic
,,,,
add,1849587,DO,Mobile,Dominican Republic
,,,,
add,1849590,DO,Mobile,Dominican Republic
,,,,
add,1849607,DO,Mobile,Dominican Republic
,,,,
add,184962,DO,Mobile,Dominican Republic
,,,,
add,184963,DO,Mobile,Dominican Republic
,,,,
add,1849642,DO,Mobile,Dominican Republic
,,,,
add,1849650,DO,Mobile,Dominican Republic
,,,,
add,1849651,DO,Mobile,Dominican Republic
,,,,
add,1849652,DO,Mobile,Dominican Republic
,,,,
add,1849653,DO,Mobile,Dominican Republic
,,,,
add,1849654,DO,Mobile,Dominican Republic
,,,,
add,1849655,DO,Mobile,Dominican Republic
,,,,
add,1849656,DO,Mobile,Dominican Republic
,,,,
add,1849657,DO,Mobile,Dominican Republic
,,,,
add,1849658,DO,Mobile,Dominican Republic
,,,,
add,1849701,DO,Mobile,Dominican Republic
,,,,
add,1849707,DO,Mobile,Dominican Republic
,,,,
add,1849710,DO,Mobile,Dominican Republic
,,,,
add,1849711,DO,Mobile,Dominican Republic
,,,,
add,1849720,DO,Mobile,Dominican Republic
,,,,
add,1849727,DO,Mobile,Dominican Republic
,,,,
add,1849739,DO,Mobile,Dominican Republic
,,,,
add,1849750,DO,Mobile,Dominican Republic
,,,,
add,1849751,DO,Mobile,Dominican Republic
,,,,
add,1849752,DO,Mobile,Dominican Republic
,,,,
add,1849753,DO,Mobile,Dominican Republic
,,,,
add,1849754,DO,Mobile,Dominican Republic
,,,,
add,1849763,DO,Mobile,Dominican Republic
,,,,
add,1849785,DO,Mobile,Dominican Republic
,,,,
add,1849797,DO,Mobile,Dominican Republic
,,,,
add,1849802,DO,Mobile,Dominican Republic
,,,,
add,1849803,DO,Mobile,Dominican Republic
,,,,
add,1849804,DO,Mobile,Dominican Republic
,,,,
add,1849806,DO,Mobile,Dominican Republic
,,,,
add,1849814,DO,Mobile,Dominican Republic
,,,,
add,1849815,DO,Mobile,Dominican Republic
,,,,
add,1849816,DO,Mobile,Dominican Republic
,,,,
add,1849817,DO,Mobile,Dominican Republic
,,,,
add,1849828,DO,Mobile,Dominican Republic
,,,,
add,1849845,DO,Mobile,Dominican Republic
,,,,
add,1849846,DO,Mobile,Dominican Republic
,,,,
add,1849847,DO,Mobile,Dominican Republic
,,,,
add,1849848,DO,Mobile,Dominican Republic
,,,,
add,184985,DO,Mobile,Dominican Republic
,,,,
add,1849860,DO,Mobile,Dominican Republic
,,,,
add,1849861,DO,Mobile,Dominican Republic
,,,,
add,1849862,DO,Mobile,Dominican Republic
,,,,
add,1849863,DO,Mobile,Dominican Republic
,,,,
add,1849864,DO,Mobile,Dominican Republic
,,,,
add,1849865,DO,Mobile,Dominican Republic
,,,,
add,1849867,DO,Mobile,Dominican Republic
,,,,
add,1849868,DO,Mobile,Dominican Republic
,,,,
add,1849869,DO,Mobile,Dominican Republic
,,,,
add,1849873,DO,Mobile,Dominican Republic
,,,,
add,1849874,DO,Mobile,Dominican Republic
,,,,
add,1849875,DO,Mobile,Dominican Republic
,,,,
add,1849876,DO,Mobile,Dominican Republic
,,,,
add,1849878,DO,Mobile,Dominican Republic
,,,,
add,1849879,DO,Mobile,Dominican Republic
,,,,
add,1849880,DO,Mobile,Dominican Republic
,,,,
add,1849881,DO,Mobile,Dominican Republic
,,,,
add,1849882,DO,Mobile,Dominican Republic
,,,,
add,1849883,DO,Mobile,Dominican Republic
,,,,
add,1849884,DO,Mobile,Dominican Republic
,,,,
add,1849885,DO,Mobile,Dominican Republic
,,,,
add,1849886,DO,Mobile,Dominican Republic
,,,,
add,1849889,DO,Mobile,Dominican Republic
,,,,
add,1849912,DO,Mobile,Dominican Republic
,,,,
add,1849913,DO,Mobile,Dominican Republic
,,,,
add,1849914,DO,Mobile,Dominican Republic
,,,,
add,1849915,DO,Mobile,Dominican Republic
,,,,
add,1849916,DO,Mobile,Dominican Republic
,,,,
add,1849917,DO,Mobile,Dominican Republic
,,,,
add,1849918,DO,Mobile,Dominican Republic
,,,,
add,1849919,DO,Mobile,Dominican Republic
,,,,
add,1849925,DO,Mobile,Dominican Republic
,,,,
add,1849993,DO,Mobile,Dominican Republic
,,,,
add,1809,DO,Other,Dominican Republic
,,,,
add,1829,DO,Other,Dominican Republic
,,,,
add,1849,DO,Other,Dominican Republic
,,,,
add,18098594,DO,Santo Domingo,Dominican Republic
,,,,
add,18098596,DO,Santo Domingo,Dominican Republic
,,,,
add,180985998,DO,Santo Domingo,Dominican Republic
,,,,
add,180985999,DO,Santo Domingo,Dominican Republic
,,,,
add,18291,DO,Santo Domingo,Dominican Republic
,,,,
add,1829495,DO,Santo Domingo,Dominican Republic
,,,,
add,1829501,DO,Santo Domingo,Dominican Republic
,,,,
add,1829507,DO,Santo Domingo,Dominican Republic
,,,,
add,670,TL,All Country,East Timor
,,,,
add,5939820,EC,Alegro Mobile,Ecuador
,,,,
add,5939821,EC,Alegro Mobile,Ecuador
,,,,
add,5939822,EC,Alegro Mobile,Ecuador
,,,,
add,5939823,EC,Alegro Mobile,Ecuador
,,,,
add,5939824,EC,Alegro Mobile,Ecuador
,,,,
add,593996,EC,Alegro Mobile,Ecuador
,,,,
add,59327001,EC,Etapa,Ecuador
,,,,
add,59327002,EC,Etapa,Ecuador
,,,,
add,593270030,EC,Etapa,Ecuador
,,,,
add,593270031,EC,Etapa,Ecuador
,,,,
add,593270032,EC,Etapa,Ecuador
,,,,
add,593270033,EC,Etapa,Ecuador
,,,,
add,593270034,EC,Etapa,Ecuador
,,,,
add,593270035,EC,Etapa,Ecuador
,,,,
add,593270900,EC,Etapa,Ecuador
,,,,
add,593270901,EC,Etapa,Ecuador
,,,,
add,593270902,EC,Etapa,Ecuador
,,,,
add,593370000,EC,Etapa,Ecuador
,,,,
add,593370950,EC,Etapa,Ecuador
,,,,
add,593370951,EC,Etapa,Ecuador
,,,,
add,59347040,EC,Etapa,Ecuador
,,,,
add,59347041,EC,Etapa,Ecuador
,,,,
add,59347042,EC,Etapa,Ecuador
,,,,
add,59347043,EC,Etapa,Ecuador
,,,,
add,593470440,EC,Etapa,Ecuador
,,,,
add,593470441,EC,Etapa,Ecuador
,,,,
add,59357000,EC,Etapa,Ecuador
,,,,
add,593670000,EC,Etapa,Ecuador
,,,,
add,59372000,EC,Etapa,Ecuador
,,,,
add,59372050,EC,Etapa,Ecuador
,,,,
add,59372051,EC,Etapa,Ecuador
,,,,
add,593723200,EC,Etapa,Ecuador
,,,,
add,593723201,EC,Etapa,Ecuador
,,,,
add,593723202,EC,Etapa,Ecuador
,,,,
add,593723203,EC,Etapa,Ecuador
,,,,
add,593723204,EC,Etapa,Ecuador
,,,,
add,593723205,EC,Etapa,Ecuador
,,,,
add,593723206,EC,Etapa,Ecuador
,,,,
add,593723207,EC,Etapa,Ecuador
,,,,
add,593723300,EC,Etapa,Ecuador
,,,,
add,593723301,EC,Etapa,Ecuador
,,,,
add,593723302,EC,Etapa,Ecuador
,,,,
add,593723303,EC,Etapa,Ecuador
,,,,
add,593723304,EC,Etapa,Ecuador
,,,,
add,593723305,EC,Etapa,Ecuador
,,,,
add,59372340,EC,Etapa,Ecuador
,,,,
add,59372341,EC,Etapa,Ecuador
,,,,
add,593723420,EC,Etapa,Ecuador
,,,,
add,593723421,EC,Etapa,Ecuador
,,,,
add,593723500,EC,Etapa,Ecuador
,,,,
add,593723501,EC,Etapa,Ecuador
,,,,
add,593723502,EC,Etapa,Ecuador
,,,,
add,593723503,EC,Etapa,Ecuador
,,,,
add,593723504,EC,Etapa,Ecuador
,,,,
add,593723505,EC,Etapa,Ecuador
,,,,
add,593723600,EC,Etapa,Ecuador
,,,,
add,593723601,EC,Etapa,Ecuador
,,,,
add,593723602,EC,Etapa,Ecuador
,,,,
add,593723650,EC,Etapa,Ecuador
,,,,
add,593723651,EC,Etapa,Ecuador
,,,,
add,593723652,EC,Etapa,Ecuador
,,,,
add,593723653,EC,Etapa,Ecuador
,,,,
add,593723654,EC,Etapa,Ecuador
,,,,
add,593723655,EC,Etapa,Ecuador
,,,,
add,593723656,EC,Etapa,Ecuador
,,,,
add,593723657,EC,Etapa,Ecuador
,,,,
add,593723658,EC,Etapa,Ecuador
,,,,
add,593723700,EC,Etapa,Ecuador
,,,,
add,593723701,EC,Etapa,Ecuador
,,,,
add,593723702,EC,Etapa,Ecuador
,,,,
add,593723703,EC,Etapa,Ecuador
,,,,
add,593723704,EC,Etapa,Ecuador
,,,,
add,593723705,EC,Etapa,Ecuador
,,,,
add,59372375,EC,Etapa,Ecuador
,,,,
add,59372376,EC,Etapa,Ecuador
,,,,
add,59372377,EC,Etapa,Ecuador
,,,,
add,59372385,EC,Etapa,Ecuador
,,,,
add,59372386,EC,Etapa,Ecuador
,,,,
add,593723870,EC,Etapa,Ecuador
,,,,
add,593723871,EC,Etapa,Ecuador
,,,,
add,593723872,EC,Etapa,Ecuador
,,,,
add,593723873,EC,Etapa,Ecuador
,,,,
add,593723874,EC,Etapa,Ecuador
,,,,
add,593723875,EC,Etapa,Ecuador
,,,,
add,593723876,EC,Etapa,Ecuador
,,,,
add,593723877,EC,Etapa,Ecuador
,,,,
add,593723900,EC,Etapa,Ecuador
,,,,
add,593723901,EC,Etapa,Ecuador
,,,,
add,593723902,EC,Etapa,Ecuador
,,,,
add,593723903,EC,Etapa,Ecuador
,,,,
add,593723904,EC,Etapa,Ecuador
,,,,
add,593723905,EC,Etapa,Ecuador
,,,,
add,593724000,EC,Etapa,Ecuador
,,,,
add,593724001,EC,Etapa,Ecuador
,,,,
add,593724002,EC,Etapa,Ecuador
,,,,
add,593724003,EC,Etapa,Ecuador
,,,,
add,593724004,EC,Etapa,Ecuador
,,,,
add,593724005,EC,Etapa,Ecuador
,,,,
add,593724006,EC,Etapa,Ecuador
,,,,
add,593724007,EC,Etapa,Ecuador
,,,,
add,593724400,EC,Etapa,Ecuador
,,,,
add,593724401,EC,Etapa,Ecuador
,,,,
add,593724402,EC,Etapa,Ecuador
,,,,
add,593724403,EC,Etapa,Ecuador
,,,,
add,593724404,EC,Etapa,Ecuador
,,,,
add,593724405,EC,Etapa,Ecuador
,,,,
add,593724406,EC,Etapa,Ecuador
,,,,
add,593724407,EC,Etapa,Ecuador
,,,,
add,5937245,EC,Etapa,Ecuador
,,,,
add,59372460,EC,Etapa,Ecuador
,,,,
add,593724610,EC,Etapa,Ecuador
,,,,
add,593724611,EC,Etapa,Ecuador
,,,,
add,593724700,EC,Etapa,Ecuador
,,,,
add,593724701,EC,Etapa,Ecuador
,,,,
add,593724702,EC,Etapa,Ecuador
,,,,
add,593724703,EC,Etapa,Ecuador
,,,,
add,593724704,EC,Etapa,Ecuador
,,,,
add,59372475,EC,Etapa,Ecuador
,,,,
add,59372476,EC,Etapa,Ecuador
,,,,
add,593724770,EC,Etapa,Ecuador
,,,,
add,593724771,EC,Etapa,Ecuador
,,,,
add,593724772,EC,Etapa,Ecuador
,,,,
add,593724773,EC,Etapa,Ecuador
,,,,
add,593724774,EC,Etapa,Ecuador
,,,,
add,593724775,EC,Etapa,Ecuador
,,,,
add,593724776,EC,Etapa,Ecuador
,,,,
add,59372480,EC,Etapa,Ecuador
,,,,
add,593724810,EC,Etapa,Ecuador
,,,,
add,593724811,EC,Etapa,Ecuador
,,,,
add,593724812,EC,Etapa,Ecuador
,,,,
add,593724813,EC,Etapa,Ecuador
,,,,
add,593724814,EC,Etapa,Ecuador
,,,,
add,593724815,EC,Etapa,Ecuador
,,,,
add,593724816,EC,Etapa,Ecuador
,,,,
add,593724817,EC,Etapa,Ecuador
,,,,
add,593724818,EC,Etapa,Ecuador
,,,,
add,593724850,EC,Etapa,Ecuador
,,,,
add,593724851,EC,Etapa,Ecuador
,,,,
add,593724852,EC,Etapa,Ecuador
,,,,
add,593724853,EC,Etapa,Ecuador
,,,,
add,593724854,EC,Etapa,Ecuador
,,,,
add,593724855,EC,Etapa,Ecuador
,,,,
add,593724856,EC,Etapa,Ecuador
,,,,
add,593724857,EC,Etapa,Ecuador
,,,,
add,593724900,EC,Etapa,Ecuador
,,,,
add,593724901,EC,Etapa,Ecuador
,,,,
add,593724902,EC,Etapa,Ecuador
,,,,
add,593724903,EC,Etapa,Ecuador
,,,,
add,593724904,EC,Etapa,Ecuador
,,,,
add,593724905,EC,Etapa,Ecuador
,,,,
add,593724906,EC,Etapa,Ecuador
,,,,
add,5937280,EC,Etapa,Ecuador
,,,,
add,5937281,EC,Etapa,Ecuador
,,,,
add,5937282,EC,Etapa,Ecuador
,,,,
add,5937283,EC,Etapa,Ecuador
,,,,
add,5937284,EC,Etapa,Ecuador
,,,,
add,59372850,EC,Etapa,Ecuador
,,,,
add,593728510,EC,Etapa,Ecuador
,,,,
add,593728511,EC,Etapa,Ecuador
,,,,
add,593728512,EC,Etapa,Ecuador
,,,,
add,593728513,EC,Etapa,Ecuador
,,,,
add,593728514,EC,Etapa,Ecuador
,,,,
add,593728515,EC,Etapa,Ecuador
,,,,
add,593728516,EC,Etapa,Ecuador
,,,,
add,59372853,EC,Etapa,Ecuador
,,,,
add,59372854,EC,Etapa,Ecuador
,,,,
add,59372855,EC,Etapa,Ecuador
,,,,
add,59372856,EC,Etapa,Ecuador
,,,,
add,59372857,EC,Etapa,Ecuador
,,,,
add,59372858,EC,Etapa,Ecuador
,,,,
add,59372859,EC,Etapa,Ecuador
,,,,
add,5937286,EC,Etapa,Ecuador
,,,,
add,59372870,EC,Etapa,Ecuador
,,,,
add,59372871,EC,Etapa,Ecuador
,,,,
add,593728720,EC,Etapa,Ecuador
,,,,
add,593728721,EC,Etapa,Ecuador
,,,,
add,593728722,EC,Etapa,Ecuador
,,,,
